Wall time,Step,Value
1718390183.5669124,0,1075.1209716796875
1718390188.37216,1,833.4248046875
1718390193.2570112,2,676.5482177734375
1718390198.12192,3,536.4010009765625
1718390202.9418569,4,464.5696105957031
1718390207.863799,5,417.7030334472656
1718390212.7474387,6,379.21636962890625
1718390217.6557407,7,352.0234375
1718390222.6509578,8,328.6583557128906
1718390227.591845,9,309.1909484863281
1718390232.5823328,10,297.35498046875
1718390237.5823545,11,284.552490234375
1718390242.7025995,12,273.1822814941406
1718390247.8993902,13,265.3840026855469
1718390253.0405695,14,257.43731689453125
1718390258.1966462,15,247.14218139648438
1718390263.253724,16,241.1979217529297
1718390268.306144,17,233.7310333251953
1718390273.3594213,18,230.744384765625
1718390278.451383,19,221.76480102539062
1718390283.564954,20,216.6365203857422
1718390288.6883178,21,210.33978271484375
1718390293.915038,22,207.62551879882812
1718390299.0816212,23,200.7974090576172
1718390304.2103887,24,196.64804077148438
1718390309.3439357,25,193.20150756835938
1718390314.528518,26,189.79881286621094
1718390319.6843405,27,184.6505126953125
1718390324.8524015,28,179.690673828125
1718390330.010536,29,177.8380889892578
1718390335.2453485,30,173.8653106689453
1718390340.4039564,31,173.4722900390625
1718390345.6127756,32,167.06289672851562
1718390350.8180766,33,164.72760009765625
1718390356.05735,34,161.4161834716797
1718390361.2250986,35,158.46124267578125
1718390366.428071,36,156.13198852539062
1718390371.6030202,37,154.39402770996094
1718390376.8202386,38,152.32815551757812
1718390382.2101097,39,152.04566955566406
1718390387.395128,40,147.55154418945312
1718390392.6012836,41,144.96096801757812
1718390397.865214,42,142.48655700683594
1718390403.3733914,43,140.3148193359375
1718390408.567956,44,139.1412811279297
1718390413.7482708,45,136.84783935546875
1718390419.0731466,46,135.2491912841797
1718390424.164012,47,130.8675537109375
1718390429.3566284,48,128.3245086669922
1718390434.6432807,49,130.1341094970703
1718390439.7996202,50,125.95161437988281
1718390444.8941414,51,123.51351165771484
1718390449.9793885,52,123.27591705322266
1718390455.110141,53,121.72746276855469
1718390460.1876192,54,119.22574615478516
1718390465.268887,55,118.33210754394531
1718390470.4008095,56,117.41169738769531
1718390475.499673,57,114.40036010742188
1718390480.591571,58,113.49497985839844
1718390485.6816323,59,109.37670135498047
1718390490.8366654,60,110.6424560546875
1718390495.9398158,61,110.85684967041016
1718390501.03734,62,105.80596160888672
1718390506.2101479,63,107.876708984375
1718390511.319773,64,105.92549133300781
1718390516.5710373,65,101.78496551513672
1718390521.8060906,66,102.37932586669922
1718390526.952731,67,99.25332641601562
1718390532.1056976,68,99.58114624023438
1718390537.2897854,69,98.36986541748047
1718390542.448407,70,96.96036529541016
1718390547.5577161,71,95.95260620117188
1718390552.737944,72,92.50172424316406
1718390557.9082506,73,92.27931213378906
1718390563.0623279,74,93.60154724121094
1718390568.1892104,75,90.09305572509766
1718390573.2958598,76,91.77686309814453
1718390578.4490469,77,90.144775390625
1718390583.56718,78,89.17394256591797
1718390588.6663544,79,86.429443359375
1718390593.8046422,80,83.34078216552734
1718390598.8902743,81,85.75775146484375
1718390603.9670827,82,85.10868072509766
1718390609.084824,83,84.6132583618164
1718390614.1749732,84,83.3554458618164
1718390619.2599216,85,81.7860107421875
1718390624.3743365,86,79.749267578125
1718390629.531302,87,77.45662689208984
1718390634.6472235,88,81.00774383544922
1718390639.7572305,89,80.3522720336914
1718390644.9054735,90,75.42286682128906
1718390649.9899933,91,76.46104431152344
1718390655.096285,92,79.16731262207031
1718390660.193933,93,74.76004791259766
1718390665.3129437,94,74.31241607666016
1718390670.4291804,95,69.33667755126953
1718390675.5382876,96,73.0079345703125
1718390680.6786919,97,73.69793701171875
1718390685.779365,98,69.32416534423828
1718390690.9148612,99,74.81624603271484
1718390696.0918057,100,70.00511932373047
1718390701.2108316,101,69.4334945678711
1718390706.3042834,102,70.57254791259766
1718390711.3925626,103,66.08934020996094
1718390716.4940941,104,66.10270690917969
1718390721.5576053,105,70.24740600585938
1718390726.605773,106,64.88038635253906
1718390731.689068,107,68.51969146728516
1718390736.721163,108,61.5101318359375
1718390741.7178683,109,67.90107727050781
1718390746.7191727,110,64.21552276611328
1718390751.7716026,111,67.40387725830078
1718390756.794287,112,58.58158493041992
1718390761.829323,113,61.47600173950195
1718390766.9097984,114,61.085304260253906
1718390771.9405942,115,65.49340057373047
1718390776.9798613,116,57.59546661376953
1718390782.0377095,117,63.973411560058594
1718390787.161678,118,59.693328857421875
1718390792.2244465,119,62.11826705932617
1718390797.2895563,120,59.58039855957031
1718390802.4073462,121,57.28925704956055
1718390807.4918358,122,54.601463317871094
1718390812.5775862,123,62.687522888183594
1718390817.7368872,124,59.734130859375
1718390822.8547351,125,58.80657196044922
1718390827.9544573,126,57.585853576660156
1718390833.038645,127,59.25352478027344
1718390838.1667283,128,57.11018753051758
1718390843.2250535,129,49.94483184814453
1718390848.307194,130,54.46061706542969
1718390853.3912637,131,52.62448501586914
1718390858.455004,132,59.549766540527344
1718390863.5313442,133,53.528133392333984
1718390868.606098,134,52.8335075378418
1718390873.739185,135,55.40813064575195
1718390878.8155708,136,52.431854248046875
1718390883.9049854,137,51.064754486083984
1718390889.0351713,138,52.15035629272461
1718390894.132171,139,53.00336837768555
1718390899.2057035,140,53.31542205810547
1718390904.3348935,141,49.86380386352539
1718390909.4460492,142,52.660125732421875
1718390914.5442827,143,48.51106643676758
1718390919.6150234,144,53.50948715209961
1718390924.739079,145,45.96280288696289
1718390929.8292427,146,50.92064666748047
1718390934.9262397,147,53.42456817626953
1718390940.0570395,148,50.89835739135742
1718390945.1886442,149,45.57563018798828
1718390950.2830732,150,45.982669830322266
1718390955.3612592,151,53.95813751220703
1718390960.4647882,152,51.29496383666992
1718390965.5234957,153,47.4492301940918
1718390970.5256734,154,47.917972564697266
1718390975.5586426,155,44.97279739379883
1718390980.5588474,156,41.87757873535156
1718390985.5477998,157,45.90360641479492
1718390990.5750597,158,52.339820861816406
1718390995.5893075,159,47.07575607299805
1718391000.6022558,160,45.4216194152832
1718391005.6209822,161,45.98094177246094
1718391010.679995,162,45.99423599243164
1718391015.726389,163,45.68341064453125
1718391020.7625618,164,41.35801315307617
1718391025.8350549,165,39.55928421020508
1718391030.8833454,166,49.6650505065918
1718391035.9503555,167,46.968746185302734
1718391041.01901,168,44.81603240966797
1718391046.1244197,169,39.613319396972656
1718391051.2024684,170,44.1584587097168
1718391056.2580426,171,40.57075119018555
1718391061.3603518,172,43.85728454589844
1718391066.4600809,173,40.51554489135742
1718391071.5442908,174,38.134918212890625
1718391076.656633,175,52.02870559692383
1718391081.7572434,176,41.63349533081055
1718391086.8536756,177,37.85356521606445
1718391091.952206,178,40.715091705322266
1718391097.0739763,179,36.940284729003906
1718391102.1754022,180,44.935237884521484
1718391107.2871425,181,39.620262145996094
1718391112.4004056,182,42.70341873168945
1718391117.4544604,183,41.27919387817383
1718391122.504399,184,38.68349075317383
1718391127.5813868,185,40.39340591430664
1718391132.7034683,186,37.25016784667969
1718391137.826077,187,42.631717681884766
1718391142.9455109,188,35.93085479736328
1718391148.0754688,189,45.83187484741211
1718391153.1726744,190,37.16035842895508
1718391158.2866616,191,36.373992919921875
1718391163.4085112,192,39.986114501953125
1718391168.5786176,193,37.99540710449219
1718391173.6865454,194,37.50252914428711
1718391178.8052037,195,39.271236419677734
1718391183.8878229,196,35.46904373168945
1718391189.0052252,197,45.11675262451172
1718391194.0741704,198,38.09872055053711
1718391199.1875014,199,33.849761962890625
1718391204.256151,200,32.95800018310547
1718391209.323911,201,44.460819244384766
1718391214.38405,202,30.879718780517578
1718391219.428473,203,39.467838287353516
1718391224.4499373,204,38.64900207519531
1718391229.4461942,205,37.993873596191406
1718391234.4370892,206,37.063720703125
1718391239.413037,207,34.08040237426758
1718391244.3984084,208,31.69719696044922
1718391249.3884504,209,41.34635925292969
1718391254.4340725,210,34.21561050415039
1718391259.446658,211,30.86142349243164
1718391264.4268007,212,41.655330657958984
1718391269.5141928,213,31.91730308532715
1718391274.5528724,214,33.931488037109375
1718391279.601729,215,36.49006652832031
1718391284.677291,216,37.077613830566406
1718391289.7286806,217,31.82494354248047
1718391294.7533274,218,33.073753356933594
1718391299.7909412,219,38.207275390625
1718391304.904682,220,29.42022132873535
1718391309.973032,221,37.475563049316406
1718391315.0327945,222,29.45941162109375
1718391320.1103947,223,36.02405548095703
1718391325.166754,224,30.918338775634766
1718391330.2388637,225,30.876306533813477
1718391335.2983057,226,39.22911834716797
1718391340.4418979,227,31.295679092407227
1718391345.5448635,228,38.067325592041016
1718391350.6350956,229,31.079723358154297
1718391355.7384028,230,29.06395721435547
1718391360.8198564,231,28.947559356689453
1718391365.899339,232,35.001548767089844
1718391370.986681,233,30.80976104736328
1718391376.0816388,234,29.611230850219727
1718391381.1455827,235,38.823089599609375
1718391386.2134256,236,32.48045349121094
1718391391.327012,237,29.003000259399414
1718391396.3987958,238,35.976627349853516
1718391401.4729426,239,29.813161849975586
1718391406.5583348,240,28.87606430053711
1718391411.6236777,241,31.294370651245117
1718391416.6875918,242,34.90852737426758
1718391421.7725646,243,24.13402557373047
1718391426.8925605,244,36.26863479614258
1718391431.974281,245,31.71111488342285
1718391437.0284133,246,28.84527587890625
1718391442.1331837,247,25.851133346557617
1718391447.1885238,248,38.688777923583984
1718391452.2714322,249,24.9027042388916
1718391457.4145627,250,28.8328857421875
1718391462.523645,251,31.92389488220215
1718391467.5919766,252,27.78629493713379
1718391472.6950502,253,33.45622253417969
1718391477.8121696,254,24.730012893676758
1718391482.8806574,255,33.72745895385742
1718391487.9738846,256,28.52478790283203
1718391493.0906532,257,28.253005981445312
1718391498.2060928,258,31.1425838470459
1718391503.299828,259,30.68770408630371
1718391508.388742,260,25.011348724365234
1718391513.5036535,261,25.287681579589844
1718391518.6100528,262,33.514854431152344
1718391523.718032,263,20.45746421813965
1718391528.8548577,264,29.499467849731445
1718391533.9451325,265,29.97028923034668
1718391539.038817,266,26.878202438354492
1718391544.1902373,267,33.29962921142578
1718391549.2917156,268,26.59027099609375
1718391554.3921926,269,25.912710189819336
1718391559.4967241,270,32.73918533325195
1718391564.639206,271,23.019489288330078
1718391569.7385192,272,25.399063110351562
1718391574.827531,273,32.12181854248047
1718391579.952272,274,25.59636116027832
1718391585.0497322,275,27.127853393554688
1718391590.132254,276,27.067848205566406
1718391595.2138257,277,25.26348114013672
1718391600.3670592,278,26.686965942382812
1718391605.4835815,279,27.151161193847656
1718391610.593766,280,32.27312088012695
1718391615.741244,281,24.89327621459961
1718391620.849921,282,20.468486785888672
1718391625.9600997,283,22.158180236816406
1718391631.0666761,284,33.27359390258789
1718391636.2223566,285,25.966228485107422
1718391641.3267944,286,25.53261947631836
1718391646.4432087,287,19.925933837890625
1718391651.5953848,288,31.29206085205078
1718391656.6689785,289,23.288509368896484
1718391661.7222002,290,29.642913818359375
1718391666.9110441,291,23.7846736907959
1718391672.0396829,292,27.094341278076172
1718391677.2147229,293,27.743467330932617
1718391682.3317294,294,27.56605339050293
1718391687.467022,295,28.873722076416016
1718391692.535341,296,20.3032283782959
1718391697.6358542,297,26.08327865600586
1718391702.8169386,298,23.4261474609375
1718391708.014395,299,24.273632049560547
1718391713.0786774,300,31.82217025756836
1718391718.1931708,301,20.565975189208984
1718391723.3136742,302,20.478635787963867
1718391728.3510149,303,30.214181900024414
1718391733.373,304,22.268739700317383
1718391738.422712,305,19.315570831298828
1718391743.348605,306,32.71137237548828
1718391748.3887095,307,20.887609481811523
1718391753.460639,308,21.32718849182129
1718391758.5174994,309,25.99052619934082
1718391763.5196671,310,25.673355102539062
1718391768.5500731,311,21.492958068847656
1718391773.612097,312,25.425390243530273
1718391778.6729476,313,23.58852195739746
1718391783.6933749,314,20.75145721435547
1718391788.7867966,315,26.896028518676758
1718391793.83526,316,18.797565460205078
1718391798.9260857,317,33.217384338378906
1718391804.0209246,318,21.744314193725586
1718391809.1581626,319,19.754871368408203
1718391814.2483802,320,26.852964401245117
1718391819.3419192,321,21.036033630371094
1718391824.46399,322,21.45199966430664
1718391829.5745685,323,20.165863037109375
1718391834.667724,324,31.99001693725586
1718391839.816145,325,25.25714111328125
1718391844.9305413,326,16.953325271606445
1718391850.0363324,327,25.149274826049805
1718391855.142098,328,20.044546127319336
1718391860.2678704,329,27.37642478942871
1718391865.3871284,330,24.245891571044922
1718391870.497558,331,22.861799240112305
1718391875.627229,332,16.334779739379883
1718391880.7377949,333,23.593017578125
1718391885.8365905,334,24.055727005004883
1718391890.9233942,335,19.954059600830078
1718391896.0412765,336,26.087188720703125
1718391901.1298249,337,21.47450065612793
1718391906.2373755,338,22.45882225036621
1718391911.356009,339,17.171642303466797
1718391916.4598715,340,22.756515502929688
1718391921.5605268,341,26.87554168701172
1718391926.7092319,342,19.737058639526367
1718391931.799829,343,15.758289337158203
1718391936.8993118,344,32.555362701416016
1718391942.0132365,345,20.347461700439453
1718391947.1404526,346,13.06199836730957
1718391952.240754,347,22.72208023071289
1718391957.3544066,348,26.461200714111328
1718391962.4567719,349,19.767194747924805
1718391967.5635097,350,23.904666900634766
1718391972.6448529,351,16.344852447509766
1718391977.7319832,352,25.155176162719727
1718391982.8416438,353,20.0596923828125
1718391987.939374,354,19.219594955444336
1718391993.0414667,355,20.382402420043945
1718391998.151718,356,26.700340270996094
1718392003.2548475,357,14.969027519226074
1718392008.3518646,358,28.850332260131836
1718392013.456245,359,14.425399780273438
1718392018.586728,360,24.77899742126465
1718392023.6544387,361,30.164077758789062
1718392028.7114606,362,11.044581413269043
1718392033.8180573,363,15.703646659851074
1718392038.9291112,364,27.57190704345703
1718392044.0504394,365,21.059940338134766
1718392049.2081358,366,18.303096771240234
1718392054.2932074,367,21.30731964111328
1718392059.3954406,368,21.197751998901367
1718392064.5161703,369,17.524436950683594
1718392069.6477647,370,16.778573989868164
1718392074.7564828,371,26.189088821411133
1718392079.8781836,372,17.27092742919922
1718392084.9717553,373,16.97469711303711
1718392090.0494907,374,23.77187156677246
1718392095.1662774,375,20.504600524902344
1718392100.2568455,376,17.24747657775879
1718392105.4140508,377,17.1237850189209
1718392110.5150554,378,24.33785057067871
1718392115.6145306,379,17.018125534057617
1718392120.7714832,380,18.152318954467773
1718392125.8810582,381,22.8363094329834
1718392131.0039542,382,18.609251022338867
1718392136.1458874,383,19.226703643798828
1718392141.2744462,384,19.399553298950195
1718392146.3707561,385,20.516565322875977
1718392151.5025494,386,16.755367279052734
1718392156.6628382,387,25.651975631713867
1718392161.7859125,388,17.99858283996582
1718392166.9019678,389,17.696659088134766
1718392172.0384383,390,20.63235855102539
1718392177.142949,391,20.835859298706055
1718392182.2415285,392,17.47748565673828
1718392187.340405,393,16.78411293029785
1718392192.5393682,394,22.42132568359375
1718392197.748366,395,23.21079444885254
1718392202.9195554,396,20.71315574645996
1718392208.124845,397,11.509865760803223
1718392213.3424819,398,10.554888725280762
1718392218.4267366,399,24.46436309814453
1718392223.6247232,400,18.723691940307617
1718392228.7384534,401,18.553499221801758
1718392233.9289145,402,25.350982666015625
1718392239.0350149,403,16.328025817871094
1718392244.1253548,404,14.039826393127441
1718392249.1646726,405,17.970338821411133
1718392254.1812541,406,27.304126739501953
1718392259.2086096,407,16.610673904418945
1718392264.2096498,408,12.722341537475586
1718392269.2034895,409,20.04448127746582
1718392274.2211802,410,20.4315128326416
1718392279.3094773,411,15.005328178405762
1718392284.338699,412,22.278600692749023
1718392289.3619645,413,14.396172523498535
1718392294.4049559,414,13.921574592590332
1718392299.420727,415,23.33717918395996
1718392304.4485927,416,20.8211669921875
1718392309.5326748,417,14.32572078704834
1718392314.5725656,418,7.568007946014404
1718392319.6085742,419,22.2235107421875
1718392324.6522527,420,18.83822250366211
1718392329.7345884,421,20.547727584838867
1718392334.806469,422,18.157981872558594
1718392339.8595893,423,15.805261611938477
1718392344.947512,424,17.955507278442383
1718392350.0169363,425,20.470613479614258
1718392355.0676515,426,11.48834228515625
1718392360.131644,427,18.072582244873047
